date,weekend,jour_ferie,saison,tmin,tmax,Type de jour TEMPO
2019-02-12,False,False,Hiver,1.1201117318435754,10.677222222222223,BLANC
2019-02-13,False,False,Hiver,0.1005586592178771,11.708938547486031,BLANC
2019-02-14,False,False,Hiver,0.698314606741573,14.314044943820225,BLEU
2019-02-15,False,False,Hiver,1.7122905027932962,15.911731843575415,BLEU
2019-02-16,True,False,Hiver,1.6731843575418994,16.25418994413408,BLEU
2019-02-17,True,False,Hiver,3.3033149171270715,16.330555555555556,BLEU
2019-02-18,False,False,Hiver,3.4611111111111112,14.216111111111111,BLEU
2019-02-19,False,False,Hiver,3.336516853932584,12.525280898876405,BLANC
2019-02-20,False,False,Hiver,1.9497237569060768,14.215,BLEU
2019-02-21,False,False,Hiver,2.5099447513812154,15.641436464088397,BLEU
2019-02-22,False,False,Hiver,3.1298342541436464,17.36777777777778,BLEU
2019-02-23,True,False,Hiver,4.538674033149171,16.429834254143646,BLEU
2019-02-24,True,False,Hiver,2.8464088397790057,15.696132596685082,BLEU
2019-02-25,False,False,Hiver,2.560555555555556,17.138121546961326,BLEU
2019-02-26,False,False,Hiver,3.218888888888889,19.154696132596683,BLEU
2019-02-27,False,False,Hiver,3.5917127071823205,20.253591160221,BLEU
2019-02-28,False,False,Hiver,5.226519337016574,15.834254143646408,BLEU
2019-03-01,False,False,Hiver,7.641666666666667,13.172375690607732,BLEU
2019-03-02,True,False,Hiver,6.866666666666666,13.847513812154697,BLEU
2019-03-03,True,False,Hiver,6.806629834254144,16.337016574585636,BLEU
2019-03-04,False,False,Hiver,6.525698324022346,14.190555555555555,BLEU
2019-03-05,False,False,Hiver,5.797765363128492,14.185955056179775,BLEU
2019-03-06,False,False,Hiver,7.001675977653631,14.692696629213485,BLEU
2019-03-07,False,False,Hiver,7.256741573033708,13.66536312849162,BLEU
2019-03-08,False,False,Hiver,5.109444444444445,13.206666666666663,BLEU
2019-03-09,True,False,Hiver,7.5882022471910116,14.437078651685397,BLEU
2019-03-10,True,False,Hiver,7.8747191011235955,14.94550561797753,BLEU
2019-03-11,False,False,Hiver,4.464804469273743,12.123333333333331,BLEU
2019-03-12,False,False,Hiver,2.1555555555555554,13.99222222222222,BLEU
2019-03-13,False,False,Hiver,5.4371212121212125,12.063909774436093,BLEU
2019-03-14,False,False,Hiver,6.505172413793104,11.78735632183908,BLEU
2019-03-15,False,False,Hiver,9.2,14.014525139664803,BLEU
2019-03-16,True,False,Hiver,7.896531791907514,16.48208092485549,BLEU
2019-03-17,True,False,Hiver,4.893854748603352,13.293333333333337,BLEU
2019-03-18,False,False,Hiver,4.325555555555556,11.576243093922653,BLANC
2019-03-19,False,False,Hiver,3.2834254143646406,12.171666666666669,BLANC
2019-03-20,False,False,Hiver,2.3281767955801103,13.99171270718232,BLANC
2019-03-21,False,False,Printemps,3.1888268156424577,15.492777777777777,BLANC
2019-03-22,False,False,Printemps,3.0243093922651934,18.39171270718232,BLEU
2019-03-23,True,False,Printemps,4.03756906077348,18.3707182320442,BLEU
2019-03-24,True,False,Printemps,4.738121546961327,16.855248618784533,BLEU
2019-03-25,False,False,Printemps,4.738674033149172,13.907182320441988,BLEU
2019-03-26,False,False,Printemps,3.455555555555556,13.456906077348066,BLANC
2019-03-27,False,False,Printemps,2.885082872928177,14.625555555555556,BLANC
2019-03-28,False,False,Printemps,3.530386740331492,15.383333333333333,ROUGE
2019-03-29,False,False,Printemps,3.7464088397790056,17.716574585635357,ROUGE
2019-03-30,True,False,Printemps,4.824309392265194,18.591160220994475,BLEU
2019-03-31,True,False,Printemps,4.441666666666666,18.80777777777778,BLEU
2019-04-01,False,False,Printemps,6.095505617977528,18.79050279329609,BLEU
2019-04-02,False,False,Printemps,6.632402234636872,15.789944134078214,BLEU
2019-04-03,False,False,Printemps,4.466292134831461,10.825698324022346,BLANC
2019-04-04,False,False,Printemps,2.465921787709497,11.467597765363127,BLANC
2019-04-05,False,False,Printemps,3.058888888888889,13.898882681564244,BLEU
2019-04-06,True,False,Printemps,5.121666666666666,13.61111111111111,BLEU
2019-04-07,True,False,Printemps,5.495,14.155,BLEU
2019-04-08,False,False,Printemps,5.279558011049724,15.36,BLANC
2019-04-09,False,False,Printemps,5.830555555555556,15.739999999999998,BLEU
2019-04-10,False,False,Printemps,6.412290502793296,14.588333333333336,BLEU
2019-04-11,False,False,Printemps,6.385635359116022,14.28563535911602,BLEU
2019-04-12,False,False,Printemps,3.9134078212290495,14.17709497206704,BLEU
2019-04-13,True,False,Printemps,2.8,13.326666666666668,BLEU
2019-04-14,True,False,Printemps,2.412849162011173,12.372777777777776,BLEU
2019-04-15,False,False,Printemps,2.9211111111111108,16.63111111111111,BLEU
2019-04-16,False,False,Printemps,8.22905027932961,15.315555555555555,BLANC
2019-04-17,False,False,Printemps,6.6883333333333335,18.75414364640884,BLEU
2019-04-18,False,False,Printemps,9.08882681564246,20.833146067415733,BLEU
2019-04-19,False,False,Printemps,9.67292817679558,22.571270718232046,BLEU
2019-04-20,True,False,Printemps,9.097765363128492,22.67430167597765,BLEU
2019-04-21,True,False,Printemps,10.108333333333333,20.806666666666665,BLEU
2019-04-22,False,True,Printemps,9.809944751381217,22.18950276243094,BLEU
2019-04-23,False,False,Printemps,11.78111111111111,19.135195530726257,BLEU
2019-04-24,False,False,Printemps,10.166272189349112,17.549411764705884,BLEU
2019-04-25,False,False,Printemps,8.916201117318435,16.416292134831462,BLEU
2019-04-26,False,False,Printemps,7.091620111731844,16.004469273743016,BLEU
2019-04-27,True,False,Printemps,8.16629213483146,14.92752808988764,BLEU
2019-04-28,True,False,Printemps,7.359322033898304,13.575141242937852,BLEU
2019-04-29,False,False,Printemps,5.980898876404494,16.189830508474575,BLEU
2019-04-30,False,False,Printemps,6.020555555555556,17.806703910614527,BLEU
2019-05-01,False,True,Printemps,6.785555555555556,18.94388888888889,BLEU
2019-05-02,False,False,Printemps,8.712921348314607,16.362569832402237,BLEU
2019-05-03,False,False,Printemps,8.213559322033898,15.608426966292136,BLEU
2019-05-04,True,False,Printemps,5.794943820224719,13.72905027932961,BLEU
2019-05-05,True,False,Printemps,3.667039106145251,12.439664804469272,BLEU
2019-05-06,False,False,Printemps,2.9346368715083795,14.92122905027933,BLANC
2019-05-07,False,False,Printemps,4.214606741573034,17.562921348314607,BLEU
2019-05-08,False,True,Printemps,10.021022727272728,15.994285714285716,BLEU
2019-05-09,False,False,Printemps,9.335955056179776,16.620670391061452,BLEU
2019-05-10,False,False,Printemps,9.062011173184358,18.53687150837989,BLEU
2019-05-11,True,False,Printemps,10.097142857142858,17.567045454545454,BLEU
2019-05-12,True,False,Printemps,7.38361581920904,17.034831460674155,BLEU
2019-05-13,False,False,Printemps,7.035393258426966,18.52078651685393,BLEU
2019-05-14,False,False,Printemps,7.548587570621469,19.56271186440678,BLEU
2019-05-15,False,False,Printemps,7.227683615819209,18.45593220338983,BLEU
2019-05-16,False,False,Printemps,6.189944134078212,18.79217877094972,BLEU
2019-05-17,False,False,Printemps,9.297206703910614,16.653370786516856,BLEU
2019-05-18,True,False,Printemps,9.970056497175142,16.87303370786517,BLEU
2019-05-19,True,False,Printemps,10.309497206703911,16.25754189944134,BLEU
2019-05-20,False,False,Printemps,10.853370786516855,17.58659217877095,BLEU
2019-05-21,False,False,Printemps,10.0045197740113,19.824858757062145,BLEU
2019-05-22,False,False,Printemps,9.15027932960894,21.571508379888268,BLEU
2019-05-23,False,False,Printemps,9.348022598870056,22.542134831460675,BLEU
2019-05-24,False,False,Printemps,11.415083798882682,21.03631284916201,BLEU
2019-05-25,True,False,Printemps,12.135428571428571,20.74772727272727,BLEU
2019-05-26,True,False,Printemps,11.783888888888889,20.17388888888889,BLEU
2019-05-27,False,False,Printemps,13.038983050847458,19.684745762711863,BLEU
2019-05-28,False,False,Printemps,11.228977272727272,17.726136363636364,BLEU
2019-05-29,False,False,Printemps,9.267415730337078,18.950837988826816,BLEU
2019-05-30,False,True,Printemps,11.312849162011172,21.15611111111111,BLEU
2019-05-31,False,False,Printemps,10.870949720670392,24.43016759776536,BLEU
2019-06-01,True,False,Printemps,11.932596685082874,27.40222222222222,BLEU
2019-06-02,True,False,Printemps,13.959217877094972,27.829444444444444,BLEU
2019-06-03,False,False,Printemps,14.21111111111111,24.108771929824563,BLEU
2019-06-04,False,False,Printemps,13.45414364640884,25.500552486187846,BLEU
2019-06-05,False,False,Printemps,12.058100558659218,21.107777777777777,BLEU
2019-06-06,False,False,Printemps,10.285955056179777,20.534444444444443,BLEU
2019-06-07,False,False,Printemps,11.802222222222223,20.20833333333333,BLEU
2019-06-08,True,False,Printemps,10.86927374301676,21.09,BLEU
2019-06-09,True,False,Printemps,11.643016759776536,21.28268156424581,BLEU
2019-06-10,False,True,Printemps,12.563128491620112,19.400558659217875,BLEU
2019-06-11,False,False,Printemps,10.336723163841809,17.005027932960893,BLEU
2019-06-12,False,False,Printemps,10.760818713450291,19.07836257309941,BLEU
2019-06-13,False,False,Printemps,9.891907514450867,22.089017341040464,BLEU
2019-06-14,False,False,Printemps,12.776966292134832,22.578651685393258,BLEU
2019-06-15,True,False,Printemps,13.77486033519553,21.14,BLEU
2019-06-16,True,False,Printemps,12.366298342541436,23.065193370165748,BLEU
2019-06-17,False,False,Printemps,12.151955307262568,26.264044943820224,BLEU
2019-06-18,False,False,Printemps,14.722346368715083,28.01675977653631,BLEU
2019-06-19,False,False,Printemps,15.735754189944132,25.40837988826816,BLEU
2019-06-20,False,False,Printemps,14.498314606741571,22.81284916201117,BLEU
2019-06-21,False,False,Été,13.399444444444445,22.26944444444445,BLEU
2019-06-22,True,False,Été,13.48777777777778,24.5,BLEU
2019-06-23,True,False,Été,14.71263736263736,27.9989010989011,BLEU
2019-06-24,False,False,Été,16.93258426966292,28.383798882681564,BLEU
2019-06-25,False,False,Été,17.730167597765362,29.932960893854748,BLEU
2019-06-26,False,False,Été,18.654748603351955,33.018435754189944,BLEU
2019-06-27,False,False,Été,19.7731843575419,33.80277777777778,BLEU
2019-06-28,False,False,Été,19.221546961325966,32.60662983425414,BLEU
2019-06-29,True,False,Été,18.50391061452514,32.99060773480663,BLEU
2019-06-30,True,False,Été,18.772777777777776,30.114364640883977,BLEU
2019-07-01,False,False,Été,17.881666666666664,26.964088397790054,BLEU
2019-07-02,False,False,Été,15.903846153846152,26.93241758241758,BLEU
2019-07-03,False,False,Été,16.60388888888889,28.009444444444444,BLEU
2019-07-04,False,False,Été,16.24230769230769,29.602197802197804,BLEU
2019-07-05,False,False,Été,16.72692307692308,31.03846153846154,BLEU
2019-07-06,True,False,Été,17.46927374301676,30.123595505617978,BLEU
2019-07-07,True,False,Été,17.45112359550562,28.002247191011232,BLEU
2019-07-08,False,False,Été,16.720111731843577,27.46333333333333,BLEU
2019-07-09,False,False,Été,15.665168539325844,25.792696629213484,BLEU
2019-07-10,False,False,Été,14.974175824175823,27.555494505494508,BLEU
2019-07-11,False,False,Été,16.424444444444443,27.55138121546961,BLEU
2019-07-12,False,False,Été,16.871111111111112,27.42833333333333,BLEU
2019-07-13,True,False,Été,16.287362637362637,26.803825136612023,BLEU
2019-07-14,True,True,Été,15.484699453551912,25.901092896174863,BLEU
2019-07-15,False,False,Été,14.563186813186814,25.050819672131148,BLEU
2019-07-16,False,False,Été,13.226229508196722,27.22142857142857,BLEU
2019-07-17,False,False,Été,14.039226519337015,27.89944751381216,BLEU
2019-07-18,False,False,Été,15.789010989010988,26.25384615384615,BLEU
2019-07-19,False,False,Été,15.87103825136612,27.707650273224044,BLEU
2019-07-20,True,False,Été,17.181868131868132,27.60218579234973,BLEU
2019-07-21,True,False,Été,17.243406593406593,28.36994535519125,BLEU
2019-07-22,False,False,Été,16.940437158469944,31.308196721311475,BLEU
2019-07-23,False,False,Été,18.868333333333336,35.34364640883978,BLEU
2019-07-24,False,False,Été,20.066483516483515,34.81325966850829,BLEU
2019-07-25,False,False,Été,20.80928961748634,35.41967213114754,BLEU
2019-07-26,False,False,Été,19.601630434782606,29.363586956521736,BLEU
2019-07-27,True,False,Été,17.17142857142857,23.80218579234973,BLEU
2019-07-28,True,False,Été,15.568508287292818,23.56043956043956,BLEU
2019-07-29,False,False,Été,13.565,27.33888888888889,BLEU
2019-07-30,False,False,Été,16.21611111111111,25.196666666666665,BLEU
2019-07-31,False,False,Été,14.99664804469274,24.815,BLEU
2019-08-01,False,False,Été,14.059444444444445,26.043888888888887,BLEU
2019-08-02,False,False,Été,15.685555555555556,27.52430939226519,BLEU
2019-08-03,True,False,Été,15.56353591160221,28.092817679558014,BLEU
2019-08-04,True,False,Été,15.65524861878453,29.376243093922653,BLEU
2019-08-05,False,False,Été,17.421787709497206,27.70611111111112,BLEU
2019-08-06,False,False,Été,17.663888888888888,26.780555555555555,BLEU
2019-08-07,False,False,Été,17.908333333333335,25.95966850828729,BLEU
2019-08-08,False,False,Été,17.078021978021976,29.337912087912088,BLEU
2019-08-09,False,False,Été,19.70555555555556,29.16111111111111,BLEU
2019-08-10,True,False,Été,18.44833333333333,26.391666666666666,BLEU
2019-08-11,True,False,Été,15.776243093922652,24.2,BLEU
2019-08-12,False,False,Été,14.906145251396646,23.11,BLEU
2019-08-13,False,False,Été,13.139890710382511,22.477595628415298,BLEU
2019-08-14,False,False,Été,13.046703296703296,24.71381215469613,BLEU
2019-08-15,False,True,Été,16.150555555555556,23.99889502762431,BLEU
2019-08-16,False,False,Été,13.625698324022348,25.518435754189944,BLEU
2019-08-17,True,False,Été,15.980555555555556,25.223204419889505,BLEU
2019-08-18,True,False,Été,16.788333333333334,25.78563535911602,BLEU
2019-08-19,False,False,Été,15.245555555555557,23.56868131868132,BLEU
2019-08-20,False,False,Été,14.097790055248618,22.46978021978022,BLEU
2019-08-21,False,False,Été,12.21584699453552,25.111538461538466,BLEU
2019-08-22,False,False,Été,13.2489010989011,26.7,BLEU
2019-08-23,False,False,Été,13.92841530054645,28.84754098360656,BLEU
2019-08-24,True,False,Été,15.157692307692306,30.33681318681319,BLEU
2019-08-25,True,False,Été,16.12295081967213,29.87692307692308,BLEU
2019-08-26,False,False,Été,16.259562841530055,30.32912087912088,BLEU
2019-08-27,False,False,Été,17.756284153005463,28.79945355191257,BLEU
2019-08-28,False,False,Été,17.84262295081967,27.56868131868132,BLEU
2019-08-29,False,False,Été,16.374585635359118,27.14945054945055,BLEU
2019-08-30,False,False,Été,15.370588235294118,28.97705882352941,BLEU
2019-08-31,True,False,Été,16.13551912568306,28.83060109289617,BLEU
2019-09-01,True,False,Été,15.84262295081967,24.06502732240437,BLEU
2019-09-02,False,False,Été,13.158469945355192,23.618032786885248,BLEU
2019-09-03,False,False,Été,12.167032967032968,25.28021978021978,BLEU
2019-09-04,False,False,Été,11.98743169398907,25.536065573770493,BLEU
2019-09-05,False,False,Été,12.889617486338798,21.14426229508197,BLEU
2019-09-06,False,False,Été,10.103278688524592,21.26648351648352,BLEU
2019-09-07,True,False,Été,12.007650273224044,21.5672131147541,BLEU
2019-09-08,True,False,Été,11.124725274725275,19.908743169398907,BLEU
2019-09-09,False,False,Été,8.44535519125683,20.0224043715847,BLEU
2019-09-10,False,False,Été,10.936813186813186,20.481420765027323,BLEU
2019-09-11,False,False,Été,11.397252747252749,23.41428571428571,BLEU
2019-09-12,False,False,Été,13.45164835164835,25.41202185792349,BLEU
2019-09-13,False,False,Été,13.785245901639342,26.256521739130434,BLEU
2019-09-14,True,False,Été,14.79071038251366,27.011413043478264,BLEU
2019-09-15,True,False,Été,14.041530054644808,28.071428571428573,BLEU
2019-09-16,False,False,Été,14.21141304347826,27.4896174863388,BLEU
2019-09-17,False,False,Été,14.84175824175824,25.840437158469943,BLEU
2019-09-18,False,False,Été,13.510769230769233,23.28432835820896,BLEU
2019-09-19,False,False,Été,12.375956284153007,22.81793478260869,BLEU
2019-09-20,False,False,Été,11.41358695652174,25.15217391304348,BLEU
