Date,Consommation,tmin,tmax,weekend,jour_ferie,saison,Type de jour TEMPO,Year,Month,Day,Weekday,BLANC,BLEU,ROUGE,saison_Hiver,saison_Printemps,saison_Été,Type de jour TEMPO_BLEU,Type de jour TEMPO_ROUGE
2019-01-28,73855.85416666667,2.3318435754189943,7.4279329608938545,0,0,Hiver,BLANC,2019,1,28,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-29,76675.39583333333,0.8066666666666666,6.997206703910615,0,0,Hiver,ROUGE,2019,1,29,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019-01-30,77216.08333333333,1.3494444444444444,6.316666666666666,0,0,Hiver,BLANC,2019,1,30,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-31,78307.60416666667,1.007777777777778,7.689944134078212,0,0,Hiver,BLANC,2019,1,31,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-01,73943.8125,3.97,9.04888888888889,0,0,Hiver,BLANC,2019,2,1,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-02,69333.0,3.0194444444444444,6.9502793296089385,1,0,Hiver,BLEU,2019,2,2,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-03,68711.16666666667,1.107262569832402,6.831666666666667,1,0,Hiver,BLEU,2019,2,3,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-04,78172.60416666667,-0.0843575418994413,7.231284916201118,0,0,Hiver,ROUGE,2019,2,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019-02-05,75308.5625,2.088268156424581,9.656983240223465,0,0,Hiver,BLANC,2019,2,5,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-06,72370.91666666667,3.221111111111111,11.68435754189944,0,0,Hiver,BLANC,2019,2,6,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-07,70569.64583333333,3.767597765363128,11.068715083798882,0,0,Hiver,BLEU,2019,2,7,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-08,69949.89583333333,4.595555555555555,11.674860335195532,0,0,Hiver,BLEU,2019,2,8,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-09,62651.72916666666,5.826666666666666,12.693333333333335,1,0,Hiver,BLEU,2019,2,9,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-10,60343.375,5.576666666666666,11.780662983425415,1,0,Hiver,BLEU,2019,2,10,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-11,69734.85416666667,3.580555555555556,9.881666666666668,0,0,Hiver,BLANC,2019,2,11,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-12,71763.16666666667,1.1201117318435754,10.677222222222223,0,0,Hiver,BLANC,2019,2,12,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-13,71857.16666666667,0.1005586592178771,11.708938547486031,0,0,Hiver,BLANC,2019,2,13,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-14,69983.79166666667,0.698314606741573,14.314044943820225,0,0,Hiver,BLEU,2019,2,14,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-15,66930.29166666667,1.7122905027932962,15.911731843575415,0,0,Hiver,BLEU,2019,2,15,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-16,60210.520833333336,1.6731843575418994,16.25418994413408,1,0,Hiver,BLEU,2019,2,16,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-17,56327.395833333336,3.3033149171270715,16.330555555555556,1,0,Hiver,BLEU,2019,2,17,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-18,63091.6875,3.4611111111111112,14.216111111111111,0,0,Hiver,BLEU,2019,2,18,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-19,64697.9375,3.336516853932584,12.525280898876405,0,0,Hiver,BLANC,2019,2,19,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-20,65548.25,1.9497237569060768,14.215,0,0,Hiver,BLEU,2019,2,20,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-21,64367.6875,2.5099447513812154,15.641436464088397,0,0,Hiver,BLEU,2019,2,21,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-22,62148.875,3.1298342541436464,17.36777777777778,0,0,Hiver,BLEU,2019,2,22,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-23,55160.083333333336,4.538674033149171,16.429834254143646,1,0,Hiver,BLEU,2019,2,23,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-24,53696.25,2.8464088397790057,15.696132596685082,1,0,Hiver,BLEU,2019,2,24,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-25,60462.895833333336,2.560555555555556,17.138121546961326,0,0,Hiver,BLEU,2019,2,25,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-26,59825.333333333336,3.218888888888889,19.154696132596683,0,0,Hiver,BLEU,2019,2,26,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-27,58780.22916666666,3.5917127071823205,20.253591160221,0,0,Hiver,BLEU,2019,2,27,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-02-28,59140.8125,5.226519337016574,15.834254143646408,0,0,Hiver,BLEU,2019,2,28,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-01,59320.770833333336,7.641666666666667,13.172375690607732,0,0,Hiver,BLEU,2019,3,1,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-02,54647.333333333336,6.866666666666666,13.847513812154697,1,0,Hiver,BLEU,2019,3,2,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-03,51936.41666666666,6.806629834254144,16.337016574585636,1,0,Hiver,BLEU,2019,3,3,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-04,60229.10416666666,6.525698324022346,14.190555555555555,0,0,Hiver,BLEU,2019,3,4,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-05,61895.16666666666,5.797765363128492,14.185955056179775,0,0,Hiver,BLEU,2019,3,5,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-06,61692.833333333336,7.001675977653631,14.692696629213485,0,0,Hiver,BLEU,2019,3,6,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-07,61069.625,7.256741573033708,13.66536312849162,0,0,Hiver,BLEU,2019,3,7,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-08,61395.9375,5.109444444444445,13.206666666666663,0,0,Hiver,BLEU,2019,3,8,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-09,55084.10416666666,7.5882022471910116,14.437078651685397,1,0,Hiver,BLEU,2019,3,9,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-10,51253.91666666666,7.8747191011235955,14.94550561797753,1,0,Hiver,BLEU,2019,3,10,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-11,61074.04166666666,4.464804469273743,12.123333333333331,0,0,Hiver,BLEU,2019,3,11,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-12,63878.833333333336,2.1555555555555554,13.99222222222222,0,0,Hiver,BLEU,2019,3,12,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-13,64255.22916666666,5.4371212121212125,12.063909774436093,0,0,Hiver,BLEU,2019,3,13,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-14,65125.333333333336,6.505172413793104,11.78735632183908,0,0,Hiver,BLEU,2019,3,14,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-15,61550.41666666666,9.2,14.014525139664803,0,0,Hiver,BLEU,2019,3,15,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-16,53494.0625,7.896531791907514,16.48208092485549,1,0,Hiver,BLEU,2019,3,16,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-17,52584.520833333336,4.893854748603352,13.293333333333337,1,0,Hiver,BLEU,2019,3,17,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019-03-18,62325.9375,4.325555555555556,11.576243093922653,0,0,Hiver,BLANC,2019,3,18,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-03-19,62870.85416666666,3.2834254143646406,12.171666666666669,0,0,Hiver,BLANC,2019,3,19,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-03-20,62042.5,2.3281767955801103,13.99171270718232,0,0,Hiver,BLANC,2019,3,20,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-03-21,60067.29166666666,3.1888268156424577,15.492777777777777,0,0,Printemps,BLANC,2019,3,21,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-22,57730.583333333336,3.0243093922651934,18.39171270718232,0,0,Printemps,BLEU,2019,3,22,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-03-23,51469.60416666666,4.03756906077348,18.3707182320442,1,0,Printemps,BLEU,2019,3,23,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-03-24,48818.270833333336,4.738121546961327,16.855248618784533,1,0,Printemps,BLEU,2019,3,24,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-03-25,57077.25,4.738674033149172,13.907182320441988,0,0,Printemps,BLEU,2019,3,25,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-03-26,58960.770833333336,3.455555555555556,13.456906077348066,0,0,Printemps,BLANC,2019,3,26,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-27,58837.645833333336,2.885082872928177,14.625555555555556,0,0,Printemps,BLANC,2019,3,27,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-28,57769.5,3.530386740331492,15.383333333333333,0,0,Printemps,ROUGE,2019,3,28,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2019-03-29,55647.66666666666,3.7464088397790056,17.716574585635357,0,0,Printemps,ROUGE,2019,3,29,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2019-03-30,48922.10416666666,4.824309392265194,18.591160220994475,1,0,Printemps,BLEU,2019,3,30,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-03-31,46230.9375,4.441666666666666,18.80777777777778,1,0,Printemps,BLEU,2019,3,31,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-01,52171.0,6.095505617977528,18.79050279329609,0,0,Printemps,BLEU,2019,4,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-02,53982.833333333336,6.632402234636872,15.789944134078214,0,0,Printemps,BLEU,2019,4,2,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-03,58972.458333333336,4.466292134831461,10.825698324022346,0,0,Printemps,BLANC,2019,4,3,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-04-04,61336.145833333336,2.465921787709497,11.467597765363127,0,0,Printemps,BLANC,2019,4,4,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-04-05,60028.5,3.058888888888889,13.898882681564244,0,0,Printemps,BLEU,2019,4,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-06,53908.1875,5.121666666666666,13.61111111111111,1,0,Printemps,BLEU,2019,4,6,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-07,50750.35416666666,5.495,14.155,1,0,Printemps,BLEU,2019,4,7,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-08,56627.083333333336,5.279558011049724,15.36,0,0,Printemps,BLANC,2019,4,8,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-04-09,56538.125,5.830555555555556,15.739999999999998,0,0,Printemps,BLEU,2019,4,9,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-10,56855.60416666666,6.412290502793296,14.588333333333336,0,0,Printemps,BLEU,2019,4,10,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-11,57170.6875,6.385635359116022,14.28563535911602,0,0,Printemps,BLEU,2019,4,11,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-12,57216.75,3.9134078212290495,14.17709497206704,0,0,Printemps,BLEU,2019,4,12,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-13,53152.60416666666,2.8,13.326666666666668,1,0,Printemps,BLEU,2019,4,13,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-14,52241.04166666666,2.412849162011173,12.372777777777776,1,0,Printemps,BLEU,2019,4,14,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-15,57452.72916666666,2.9211111111111108,16.63111111111111,0,0,Printemps,BLEU,2019,4,15,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-16,56242.29166666666,8.22905027932961,15.315555555555555,0,0,Printemps,BLANC,2019,4,16,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-04-17,54358.125,6.6883333333333335,18.75414364640884,0,0,Printemps,BLEU,2019,4,17,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-18,51483.895833333336,9.08882681564246,20.833146067415733,0,0,Printemps,BLEU,2019,4,18,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-19,48949.66666666666,9.67292817679558,22.571270718232046,0,0,Printemps,BLEU,2019,4,19,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-20,43281.72916666666,9.097765363128492,22.67430167597765,1,0,Printemps,BLEU,2019,4,20,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-21,40540.583333333336,10.108333333333333,20.806666666666665,1,0,Printemps,BLEU,2019,4,21,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-22,41141.4375,9.809944751381217,22.18950276243094,0,1,Printemps,BLEU,2019,4,22,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-23,47849.6875,11.78111111111111,19.135195530726257,0,0,Printemps,BLEU,2019,4,23,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-24,49254.645833333336,10.166272189349112,17.549411764705884,0,0,Printemps,BLEU,2019,4,24,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-25,50926.35416666666,8.916201117318435,16.416292134831462,0,0,Printemps,BLEU,2019,4,25,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-26,51251.60416666666,7.091620111731844,16.004469273743016,0,0,Printemps,BLEU,2019,4,26,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-27,46814.22916666666,8.16629213483146,14.92752808988764,1,0,Printemps,BLEU,2019,4,27,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-28,46394.60416666666,7.359322033898304,13.575141242937852,1,0,Printemps,BLEU,2019,4,28,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-29,52229.04166666666,5.980898876404494,16.189830508474575,0,0,Printemps,BLEU,2019,4,29,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-04-30,51253.520833333336,6.020555555555556,17.806703910614527,0,0,Printemps,BLEU,2019,4,30,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-01,42965.770833333336,6.785555555555556,18.94388888888889,0,1,Printemps,BLEU,2019,5,1,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-02,49840.85416666666,8.712921348314607,16.362569832402237,0,0,Printemps,BLEU,2019,5,2,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-03,51112.85416666666,8.213559322033898,15.608426966292136,0,0,Printemps,BLEU,2019,5,3,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-04,48698.79166666666,5.794943820224719,13.72905027932961,1,0,Printemps,BLEU,2019,5,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-05,48957.125,3.667039106145251,12.439664804469272,1,0,Printemps,BLEU,2019,5,5,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-06,55150.083333333336,2.9346368715083795,14.92122905027933,0,0,Printemps,BLANC,2019,5,6,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-05-07,53679.79166666666,4.214606741573034,17.562921348314607,0,0,Printemps,BLEU,2019,5,7,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-08,47370.125,10.021022727272728,15.994285714285716,0,1,Printemps,BLEU,2019,5,8,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-09,52171.625,9.335955056179776,16.620670391061452,0,0,Printemps,BLEU,2019,5,9,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-10,51591.6875,9.062011173184358,18.53687150837989,0,0,Printemps,BLEU,2019,5,10,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-11,45825.395833333336,10.097142857142858,17.567045454545454,1,0,Printemps,BLEU,2019,5,11,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-12,43723.8125,7.38361581920904,17.034831460674155,1,0,Printemps,BLEU,2019,5,12,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-13,49934.395833333336,7.035393258426966,18.52078651685393,0,0,Printemps,BLEU,2019,5,13,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-14,49668.208333333336,7.548587570621469,19.56271186440678,0,0,Printemps,BLEU,2019,5,14,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-15,49312.708333333336,7.227683615819209,18.45593220338983,0,0,Printemps,BLEU,2019,5,15,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-16,49207.04166666666,6.189944134078212,18.79217877094972,0,0,Printemps,BLEU,2019,5,16,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-17,49432.270833333336,9.297206703910614,16.653370786516856,0,0,Printemps,BLEU,2019,5,17,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-18,44623.16666666666,9.970056497175142,16.87303370786517,1,0,Printemps,BLEU,2019,5,18,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-19,42723.4375,10.309497206703911,16.25754189944134,1,0,Printemps,BLEU,2019,5,19,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-20,49223.22916666666,10.853370786516855,17.58659217877095,0,0,Printemps,BLEU,2019,5,20,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-21,49111.770833333336,10.0045197740113,19.824858757062145,0,0,Printemps,BLEU,2019,5,21,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-22,48312.04166666666,9.15027932960894,21.571508379888268,0,0,Printemps,BLEU,2019,5,22,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-23,47666.91666666666,9.348022598870056,22.542134831460675,0,0,Printemps,BLEU,2019,5,23,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-24,46872.645833333336,11.415083798882682,21.03631284916201,0,0,Printemps,BLEU,2019,5,24,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-25,41604.833333333336,12.135428571428571,20.74772727272727,1,0,Printemps,BLEU,2019,5,25,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-26,39343.60416666666,11.783888888888889,20.17388888888889,1,0,Printemps,BLEU,2019,5,26,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-27,46084.875,13.038983050847458,19.684745762711863,0,0,Printemps,BLEU,2019,5,27,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-28,47528.41666666666,11.228977272727272,17.726136363636364,0,0,Printemps,BLEU,2019,5,28,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-29,47937.66666666666,9.267415730337078,18.950837988826816,0,0,Printemps,BLEU,2019,5,29,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-30,41510.0625,11.312849162011172,21.15611111111111,0,1,Printemps,BLEU,2019,5,30,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-05-31,43175.41666666666,10.870949720670392,24.43016759776536,0,0,Printemps,BLEU,2019,5,31,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-01,40746.5625,11.932596685082874,27.40222222222222,1,0,Printemps,BLEU,2019,6,1,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-02,38540.020833333336,13.959217877094972,27.829444444444444,1,0,Printemps,BLEU,2019,6,2,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-03,45294.6875,14.21111111111111,24.108771929824563,0,0,Printemps,BLEU,2019,6,3,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-04,46523.47916666666,13.45414364640884,25.500552486187846,0,0,Printemps,BLEU,2019,6,4,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-05,46824.0,12.058100558659218,21.107777777777777,0,0,Printemps,BLEU,2019,6,5,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-06,46677.0,10.285955056179777,20.534444444444443,0,0,Printemps,BLEU,2019,6,6,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-07,46385.145833333336,11.802222222222223,20.20833333333333,0,0,Printemps,BLEU,2019,6,7,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-08,41315.145833333336,10.86927374301676,21.09,1,0,Printemps,BLEU,2019,6,8,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-09,38678.97916666666,11.643016759776536,21.28268156424581,1,0,Printemps,BLEU,2019,6,9,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-10,40629.395833333336,12.563128491620112,19.400558659217875,0,1,Printemps,BLEU,2019,6,10,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-11,47087.375,10.336723163841809,17.005027932960893,0,0,Printemps,BLEU,2019,6,11,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-12,47901.85416666666,10.760818713450291,19.07836257309941,0,0,Printemps,BLEU,2019,6,12,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-13,47452.41666666666,9.891907514450867,22.089017341040464,0,0,Printemps,BLEU,2019,6,13,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-14,46881.25,12.776966292134832,22.578651685393258,0,0,Printemps,BLEU,2019,6,14,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-15,41408.645833333336,13.77486033519553,21.14,1,0,Printemps,BLEU,2019,6,15,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-16,38932.895833333336,12.366298342541436,23.065193370165748,1,0,Printemps,BLEU,2019,6,16,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-17,45782.16666666666,12.151955307262568,26.264044943820224,0,0,Printemps,BLEU,2019,6,17,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-18,47095.35416666666,14.722346368715083,28.01675977653631,0,0,Printemps,BLEU,2019,6,18,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-19,47055.6875,15.735754189944132,25.40837988826816,0,0,Printemps,BLEU,2019,6,19,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-20,46737.79166666666,14.498314606741571,22.81284916201117,0,0,Printemps,BLEU,2019,6,20,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-06-21,46098.0,13.399444444444445,22.26944444444445,0,0,Été,BLEU,2019,6,21,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-22,41060.895833333336,13.48777777777778,24.5,1,0,Été,BLEU,2019,6,22,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-23,39076.958333333336,14.71263736263736,27.9989010989011,1,0,Été,BLEU,2019,6,23,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-24,47208.208333333336,16.93258426966292,28.383798882681564,0,0,Été,BLEU,2019,6,24,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-25,49374.5,17.730167597765362,29.932960893854748,0,0,Été,BLEU,2019,6,25,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-26,50320.72916666666,18.654748603351955,33.018435754189944,0,0,Été,BLEU,2019,6,26,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-27,50982.16666666666,19.7731843575419,33.80277777777778,0,0,Été,BLEU,2019,6,27,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-28,50134.958333333336,19.221546961325966,32.60662983425414,0,0,Été,BLEU,2019,6,28,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-29,45184.875,18.50391061452514,32.99060773480663,1,0,Été,BLEU,2019,6,29,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-06-30,42028.333333333336,18.772777777777776,30.114364640883977,1,0,Été,BLEU,2019,6,30,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-01,47997.66666666666,17.881666666666664,26.964088397790054,0,0,Été,BLEU,2019,7,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-02,48585.708333333336,15.903846153846152,26.93241758241758,0,0,Été,BLEU,2019,7,2,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-03,48785.29166666666,16.60388888888889,28.009444444444444,0,0,Été,BLEU,2019,7,3,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-04,49167.60416666666,16.24230769230769,29.602197802197804,0,0,Été,BLEU,2019,7,4,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-05,49485.91666666666,16.72692307692308,31.03846153846154,0,0,Été,BLEU,2019,7,5,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-06,44176.8125,17.46927374301676,30.123595505617978,1,0,Été,BLEU,2019,7,6,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-07,41045.91666666666,17.45112359550562,28.002247191011232,1,0,Été,BLEU,2019,7,7,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-08,47473.020833333336,16.720111731843577,27.46333333333333,0,0,Été,BLEU,2019,7,8,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019-07-09,47392.125,15.665168539325844,25.792696629213484,0,0,Été,BLEU,2019,7,9,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
