Date,Consommation,tmin,tmax,weekend,jour_ferie,saison,Type de jour TEMPO,Year,Month,Day,Weekday,BLANC,BLEU,ROUGE,saison_Hiver,saison_Printemps,saison_Été,Type de jour TEMPO_BLEU,Type de jour TEMPO_ROUGE
2018-01-01,56302.04166666666,6.501796407185629,11.188690476190477,0,1,Hiver,BLEU,2018,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-02,63102.958333333336,6.229518072289156,12.299397590361446,0,0,Hiver,BLEU,2018,1,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-03,63761.270833333336,8.244848484848486,14.868484848484847,0,0,Hiver,BLEU,2018,1,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-04,63169.1875,9.10059880239521,14.82874251497006,0,0,Hiver,BLEU,2018,1,4,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-05,62318.708333333336,7.344311377245509,13.331547619047615,0,0,Hiver,BLEU,2018,1,5,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-06,59227.125,6.083431952662721,10.565294117647058,1,0,Hiver,BLEU,2018,1,6,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-07,58761.97916666666,6.811309523809523,10.40529411764706,1,0,Hiver,BLEU,2018,1,7,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-08,67164.83333333333,5.614457831325301,10.159171597633136,0,0,Hiver,BLANC,2018,1,8,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-09,68683.54166666667,4.369325153374233,10.296951219512197,0,0,Hiver,BLANC,2018,1,9,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-10,67405.125,5.407926829268293,10.964242424242425,0,0,Hiver,BLANC,2018,1,10,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-11,68516.16666666667,4.064670658682634,9.41556886227545,0,0,Hiver,ROUGE,2018,1,11,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-12,69889.91666666667,3.172289156626506,8.691071428571428,0,0,Hiver,ROUGE,2018,1,12,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-13,65975.45833333333,1.7433734939759036,8.28562874251497,1,0,Hiver,BLANC,2018,1,13,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-14,63638.5625,2.701204819277108,8.832934131736526,1,0,Hiver,BLEU,2018,1,14,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-15,70662.41666666667,3.3813253012048192,10.563855421686746,0,0,Hiver,BLANC,2018,1,15,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-16,68532.27083333333,7.12716049382716,12.038036809815951,0,0,Hiver,BLANC,2018,1,16,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-17,70484.10416666667,5.045731707317073,10.27716049382716,0,0,Hiver,BLEU,2018,1,17,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-18,69634.875,5.132926829268293,11.42848484848485,0,0,Hiver,BLEU,2018,1,18,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-19,68817.375,5.031927710843373,10.466467065868263,0,0,Hiver,BLANC,2018,1,19,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-20,64436.0,4.536363636363636,11.312727272727273,1,0,Hiver,BLEU,2018,1,20,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-21,59333.958333333336,7.748148148148148,12.232515337423314,1,0,Hiver,BLEU,2018,1,21,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-22,64262.8125,8.389506172839505,13.42037037037037,0,0,Hiver,BLANC,2018,1,22,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-23,64893.625,6.956213017751479,12.871005917159762,0,0,Hiver,BLANC,2018,1,23,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-24,63726.145833333336,7.041420118343195,13.65357142857143,0,0,Hiver,BLANC,2018,1,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-25,65070.625,6.985714285714285,11.815976331360948,0,0,Hiver,BLANC,2018,1,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-26,66985.75,4.823529411764706,10.099411764705884,0,0,Hiver,ROUGE,2018,1,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-27,63842.770833333336,3.165088757396449,8.84792899408284,1,0,Hiver,BLEU,2018,1,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-28,60005.75,4.262573099415205,10.88,1,0,Hiver,BLEU,2018,1,28,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-01-29,65833.20833333333,6.158579881656804,10.801785714285714,0,0,Hiver,ROUGE,2018,1,29,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-30,66266.47916666667,6.1535714285714285,10.754437869822484,0,0,Hiver,ROUGE,2018,1,30,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-31,67475.35416666667,5.060355029585799,10.557058823529411,0,0,Hiver,BLANC,2018,1,31,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-01,70213.64583333333,3.103550295857988,8.392899408284023,0,0,Hiver,ROUGE,2018,2,1,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-02,72491.27083333333,1.6142011834319527,7.241071428571429,0,0,Hiver,ROUGE,2018,2,2,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-03,67554.95833333333,2.0278106508875737,7.023076923076924,1,0,Hiver,BLANC,2018,2,3,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-04,66343.6875,0.9672619047619048,7.001183431952663,1,0,Hiver,BLEU,2018,2,4,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-02-05,77231.02083333333,0.8538461538461537,4.972941176470588,0,0,Hiver,ROUGE,2018,2,5,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-06,78708.9375,0.67,5.138011695906433,0,0,Hiver,ROUGE,2018,2,6,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-07,80049.0625,-0.1136904761904762,3.86,0,0,Hiver,ROUGE,2018,2,7,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-08,80230.20833333333,-1.555621301775148,5.077058823529412,0,0,Hiver,ROUGE,2018,2,8,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-09,79876.60416666667,-1.259171597633136,5.70421686746988,0,0,Hiver,ROUGE,2018,2,9,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-10,72386.10416666667,-0.3982248520710059,7.242011834319527,1,0,Hiver,BLANC,2018,2,10,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-11,67135.0,1.8220238095238093,9.339644970414202,1,0,Hiver,BLEU,2018,2,11,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-02-12,74370.04166666667,0.0845238095238095,7.738823529411764,0,0,Hiver,ROUGE,2018,2,12,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-13,79028.16666666667,-1.1093567251461989,6.533333333333333,0,0,Hiver,ROUGE,2018,2,13,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-14,78045.60416666667,0.1358823529411764,8.144705882352941,0,0,Hiver,ROUGE,2018,2,14,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-15,71888.64583333333,4.628823529411765,12.252352941176472,0,0,Hiver,BLANC,2018,2,15,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-16,68817.89583333333,4.719526627218935,12.08224852071006,0,0,Hiver,BLANC,2018,2,16,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-17,62918.583333333336,4.464497041420119,10.56941176470588,1,0,Hiver,BLEU,2018,2,17,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-02-18,62391.958333333336,2.416470588235294,9.127058823529412,1,0,Hiver,BLEU,2018,2,18,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-02-19,70529.04166666667,2.8358823529411765,8.720588235294118,0,0,Hiver,BLEU,2018,2,19,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-02-20,70390.14583333333,4.49171974522293,9.16518987341772,0,0,Hiver,BLEU,2018,2,20,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-02-21,73132.08333333333,1.2047619047619047,6.941071428571428,0,0,Hiver,BLANC,2018,2,21,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-22,76916.20833333333,-0.4396449704142011,5.823076923076923,0,0,Hiver,BLANC,2018,2,22,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-23,77731.45833333333,-1.08698224852071,5.370414201183432,0,0,Hiver,BLANC,2018,2,23,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-24,72350.27083333333,-1.2363095238095236,6.747928994082841,1,0,Hiver,BLANC,2018,2,24,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-02-25,70274.54166666667,-1.0875739644970417,6.221428571428572,1,0,Hiver,BLEU,2018,2,25,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-02-26,81881.5625,-3.871428571428571,2.1218934911242604,0,0,Hiver,ROUGE,2018,2,26,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-27,87012.25,-6.33855421686747,0.3149700598802395,0,0,Hiver,ROUGE,2018,2,27,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-02-28,89600.08333333333,-7.050595238095238,1.6517857142857142,0,0,Hiver,ROUGE,2018,2,28,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-03-01,84582.27083333333,-0.8291666666666667,7.108928571428571,0,0,Hiver,BLANC,2018,3,1,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-03-02,76882.625,2.783132530120482,9.661077844311375,0,0,Hiver,BLANC,2018,3,2,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-03-03,66938.27083333333,2.961176470588235,12.116666666666664,1,0,Hiver,BLEU,2018,3,3,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-04,62062.75,3.9183431952662726,11.575739644970414,1,0,Hiver,BLEU,2018,3,4,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-05,67215.79166666667,4.151764705882353,12.45705882352941,0,0,Hiver,BLANC,2018,3,5,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-03-06,66901.52083333333,4.611834319526627,11.85357142857143,0,0,Hiver,BLANC,2018,3,6,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-03-07,67873.16666666667,4.033727810650888,11.049112426035505,0,0,Hiver,BLEU,2018,3,7,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-08,67788.1875,3.160355029585799,13.201775147928991,0,0,Hiver,BLEU,2018,3,8,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-09,64220.47916666666,6.352352941176471,14.68,0,0,Hiver,BLEU,2018,3,9,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-10,55351.208333333336,9.83,16.415294117647058,1,0,Hiver,BLEU,2018,3,10,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-11,50928.35416666666,9.05470588235294,16.204117647058823,1,0,Hiver,BLEU,2018,3,11,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-12,60062.520833333336,8.02662721893491,13.174556213017752,0,0,Hiver,BLEU,2018,3,12,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-13,62450.020833333336,5.50059880239521,12.5875,0,0,Hiver,BLEU,2018,3,13,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-14,62423.395833333336,3.619526627218935,14.859281437125748,0,0,Hiver,BLEU,2018,3,14,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-15,62012.145833333336,7.097005988023953,13.27005988023952,0,0,Hiver,BLEU,2018,3,15,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-16,61202.208333333336,5.511309523809524,13.637278106508877,0,0,Hiver,BLEU,2018,3,16,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-17,59760.91666666666,2.6439759036144577,10.419161676646707,1,0,Hiver,BLEU,2018,3,17,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-18,61730.333333333336,1.989221556886228,7.064670658682634,1,0,Hiver,BLEU,2018,3,18,6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-03-19,72389.47916666667,0.7101796407185629,6.970481927710843,0,0,Hiver,BLANC,2018,3,19,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-03-20,74346.77083333333,0.7886227544910179,7.617964071856288,0,0,Hiver,BLANC,2018,3,20,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-03-21,73350.625,0.7544910179640718,8.449700598802394,0,0,Printemps,BLANC,2018,3,21,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-03-22,72089.1875,-0.3246987951807229,9.039880952380951,0,0,Printemps,BLEU,2018,3,22,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-23,69088.22916666667,3.211976047904192,10.45357142857143,0,0,Printemps,BLEU,2018,3,23,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-24,60309.75,3.7279761904761903,12.414201183431953,1,0,Printemps,BLEU,2018,3,24,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-25,55763.333333333336,4.928402366863905,13.38224852071006,1,0,Printemps,BLEU,2018,3,25,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-26,62077.458333333336,5.247305389221556,12.682142857142855,0,0,Printemps,BLEU,2018,3,26,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-27,64169.270833333336,5.484431137724551,12.711976047904193,0,0,Printemps,BLEU,2018,3,27,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-28,62737.6875,7.316568047337278,14.021764705882353,0,0,Printemps,BLEU,2018,3,28,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-29,63105.708333333336,5.042857142857143,13.108333333333333,0,0,Printemps,BLEU,2018,3,29,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-30,63157.708333333336,4.683431952662722,12.476923076923075,0,0,Printemps,BLEU,2018,3,30,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-03-31,58258.35416666666,3.7272189349112415,11.84733727810651,1,0,Printemps,BLEU,2018,3,31,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-01,54856.958333333336,4.511377245508982,12.722619047619048,1,0,Printemps,BLEU,2018,4,1,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-02,53712.60416666666,5.991124260355029,15.409580838323354,0,1,Printemps,BLEU,2018,4,2,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-03,57779.520833333336,9.46923076923077,16.36390532544379,0,0,Printemps,BLEU,2018,4,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-04,58139.583333333336,9.06235294117647,15.59235294117647,0,0,Printemps,BLEU,2018,4,4,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-05,58601.66666666666,6.809523809523809,14.52544378698225,0,0,Printemps,BLEU,2018,4,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-06,56631.29166666666,5.023809523809524,19.308875739644968,0,0,Printemps,BLEU,2018,4,6,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-07,48548.270833333336,9.316568047337276,18.94023668639053,1,0,Printemps,BLEU,2018,4,7,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-08,45271.520833333336,9.646107784431138,17.40833333333333,1,0,Printemps,BLEU,2018,4,8,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-09,52922.91666666666,9.77559523809524,15.459763313609466,0,0,Printemps,BLEU,2018,4,9,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-10,55150.10416666666,7.854166666666667,14.750887573964498,0,0,Printemps,BLEU,2018,4,10,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-11,56084.833333333336,6.830208333333334,15.554545454545456,0,0,Printemps,BLEU,2018,4,11,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-12,56018.5625,7.606586826347305,14.649404761904762,0,0,Printemps,BLEU,2018,4,12,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-13,54375.208333333336,7.035329341317365,16.318562874251494,0,0,Printemps,BLEU,2018,4,13,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-14,48535.91666666666,8.3437125748503,16.716766467065867,1,0,Printemps,BLEU,2018,4,14,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-15,45253.91666666666,8.230120481927711,18.422155688622755,1,0,Printemps,BLEU,2018,4,15,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-16,51310.875,8.735542168674698,17.510778443113775,0,0,Printemps,BLEU,2018,4,16,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-17,51092.958333333336,7.02289156626506,21.74251497005988,0,0,Printemps,BLEU,2018,4,17,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-18,48493.9375,9.192857142857145,25.01497005988024,0,0,Printemps,BLEU,2018,4,18,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-19,47315.10416666666,10.836904761904762,25.120238095238093,0,0,Printemps,BLEU,2018,4,19,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-20,47236.47916666666,10.815976331360948,25.437869822485208,0,0,Printemps,BLEU,2018,4,20,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-21,41829.958333333336,11.435928143712577,26.018452380952382,1,0,Printemps,BLEU,2018,4,21,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-22,39012.3125,11.752095808383231,24.05059523809524,1,0,Printemps,BLEU,2018,4,22,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-23,45426.97916666666,11.329166666666666,19.81656804733728,0,0,Printemps,BLEU,2018,4,23,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-24,46849.895833333336,9.750898203592817,21.46785714285714,0,0,Printemps,BLEU,2018,4,24,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-25,47722.79166666666,10.425,19.04311377245509,0,0,Printemps,BLEU,2018,4,25,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-26,48564.66666666666,8.443373493975903,17.325301204819276,0,0,Printemps,BLEU,2018,4,26,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-27,48608.0,6.451190476190476,19.31904761904762,0,0,Printemps,BLEU,2018,4,27,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-28,43579.395833333336,9.392215568862277,16.88154761904762,1,0,Printemps,BLEU,2018,4,28,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-29,42856.958333333336,8.87202380952381,15.980838323353296,1,0,Printemps,BLEU,2018,4,29,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-04-30,50589.79166666666,7.083233532934132,13.674404761904762,0,0,Printemps,BLEU,2018,4,30,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-01,45796.41666666666,5.939880952380952,13.966666666666669,0,1,Printemps,BLEU,2018,5,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-02,52406.145833333336,5.482634730538923,16.05,0,0,Printemps,BLEU,2018,5,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-03,51819.75,8.267857142857142,16.291071428571428,0,0,Printemps,BLEU,2018,5,3,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-04,50296.22916666666,8.54431137724551,18.708982035928145,0,0,Printemps,BLEU,2018,5,4,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-05,43742.47916666666,10.239520958083832,21.78562874251497,1,0,Printemps,BLEU,2018,5,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-06,39735.770833333336,11.36024096385542,24.51878787878788,1,0,Printemps,BLEU,2018,5,6,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-07,44069.625,12.255757575757576,24.91818181818181,0,0,Printemps,BLEU,2018,5,7,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-08,40798.4375,11.932142857142855,22.879761904761907,0,1,Printemps,BLEU,2018,5,8,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-09,43940.208333333336,11.606586826347304,19.92951807228916,0,0,Printemps,BLEU,2018,5,9,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-10,41078.4375,10.34491017964072,17.68452380952381,0,1,Printemps,BLEU,2018,5,10,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-11,44139.770833333336,7.171597633136095,21.379166666666663,0,0,Printemps,BLEU,2018,5,11,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-12,41895.125,9.542857142857144,18.80059523809524,1,0,Printemps,BLEU,2018,5,12,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-13,41563.625,7.587878787878788,14.792121212121211,1,0,Printemps,BLEU,2018,5,13,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-14,50479.1875,8.037575757575757,14.171515151515152,0,0,Printemps,BLEU,2018,5,14,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-15,51005.395833333336,10.216666666666669,17.774404761904762,0,0,Printemps,BLEU,2018,5,15,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-16,49588.85416666666,10.58154761904762,19.57916666666667,0,0,Printemps,BLEU,2018,5,16,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-17,49093.41666666666,10.622485207100592,19.19294117647059,0,0,Printemps,BLEU,2018,5,17,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-18,47877.75,9.216071428571428,20.54311377245509,0,0,Printemps,BLEU,2018,5,18,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-19,42357.91666666666,9.399408284023668,20.99408284023669,1,0,Printemps,BLEU,2018,5,19,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-20,39319.10416666666,9.414880952380951,22.194642857142856,1,0,Printemps,BLEU,2018,5,20,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-21,40704.60416666666,11.3,23.072189349112424,0,1,Printemps,BLEU,2018,5,21,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-22,46571.72916666666,12.035928143712574,22.35748502994012,0,0,Printemps,BLEU,2018,5,22,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-23,47044.79166666666,12.409036144578314,21.95602409638554,0,0,Printemps,BLEU,2018,5,23,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-24,47270.41666666666,12.60359281437126,23.46047904191617,0,0,Printemps,BLEU,2018,5,24,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-25,47193.3125,13.177245508982036,23.84071856287425,0,0,Printemps,BLEU,2018,5,25,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-26,41613.395833333336,14.682634730538922,25.726190476190474,1,0,Printemps,BLEU,2018,5,26,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-27,38887.75,15.639156626506024,24.981325301204816,1,0,Printemps,BLEU,2018,5,27,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-28,45889.41666666666,15.472560975609756,22.8969512195122,0,0,Printemps,BLEU,2018,5,28,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-29,46763.708333333336,15.102395209580838,22.636526946107782,0,0,Printemps,BLEU,2018,5,29,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-30,47341.29166666666,14.94909090909091,23.057831325301205,0,0,Printemps,BLEU,2018,5,30,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-05-31,47327.29166666666,15.024698795180722,22.37305389221557,0,0,Printemps,BLEU,2018,5,31,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-01,46714.458333333336,14.17590361445783,22.468674698795184,0,0,Printemps,BLEU,2018,6,1,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-02,41202.25,13.516071428571427,24.080473372781064,1,0,Printemps,BLEU,2018,6,2,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-03,38488.75,14.70595238095238,24.59464285714285,1,0,Printemps,BLEU,2018,6,3,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-04,45924.625,15.505298013245037,23.20394736842105,0,0,Printemps,BLEU,2018,6,4,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-05,47087.72916666666,15.250909090909092,22.059638554216868,0,0,Printemps,BLEU,2018,6,5,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-06,47363.85416666666,15.047878787878789,21.873493975903614,0,0,Printemps,BLEU,2018,6,6,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-07,47079.97916666666,15.034131736526945,23.03614457831325,0,0,Printemps,BLEU,2018,6,7,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-08,46708.958333333336,14.530357142857142,24.75357142857143,0,0,Printemps,BLEU,2018,6,8,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-09,41659.708333333336,15.934911242603553,25.151785714285715,1,0,Printemps,BLEU,2018,6,9,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-10,39055.333333333336,15.935502958579882,24.55266272189349,1,0,Printemps,BLEU,2018,6,10,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2018-06-11,46230.020833333336,16.169642857142858,22.24702380952381,0,0,Printemps,BLEU,2018,6,11,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
